TicketID,CreatedAt,ClosedAt,Priority,Type,Status,Region,Channel,SLA_Target_Hours,Resolution_Hours,SLA_Met
1126,2024-09-03,2024-09-05 00:00:00,High,Incident,Resolved,Pacífico,Retail,24,48.0,0
1127,2024-01-23,2024-01-28 20:00:00,Critical,Incident,Resolved,Andina,Retail,24,140.0,0
1128,2024-02-04,2024-02-05 05:00:00,Medium,Incident,Closed,Andina,Partners,48,29.0,1
1129,2024-03-10,2024-03-18 03:00:00,Low,Incident,In Progress,Pacífico,Ecommerce,72,195.0,0
1130,2024-09-28,2024-09-30 18:00:00,Medium,Incident,Closed,Andina,Ecommerce,48,66.0,0
1131,2025-01-21,2025-01-24 12:00:00,Low,Request,Closed,Amazonía,Ecommerce,72,84.0,0
1132,2024-09-23,2024-09-29 23:00:00,Medium,Incident,Closed,Pacífico,Ecommerce,48,167.0,0
1133,2024-10-15,2024-10-20 20:00:00,Medium,Request,Resolved,Orinoquía,Ecommerce,48,140.0,0
1134,2025-05-03,2025-05-04 20:00:00,Low,Request,In Progress,Andina,Partners,72,44.0,1
1135,2024-06-10,2024-06-11 03:00:00,Medium,Request,Resolved,Amazonía,Ecommerce,48,27.0,1
1136,2025-05-22,2025-05-24 00:00:00,Low,Incident,Resolved,Andina,Ecommerce,72,48.0,1
1137,2024-02-05,2024-02-08 14:00:00,Medium,Request,Closed,Andina,Retail,48,86.0,0
1138,2024-01-04,2024-01-05 16:00:00,Medium,Request,In Progress,Orinoquía,Partners,48,40.0,1
1139,2024-10-06,2024-10-12 02:00:00,Low,Incident,In Progress,Andina,Ecommerce,72,146.0,0
1140,2024-06-12,2024-06-16 21:00:00,High,Incident,Closed,Caribe,Ecommerce,24,117.0,0
1141,2024-04-28,2024-04-28 16:00:00,Medium,Request,Resolved,Orinoquía,Retail,48,16.0,1
1142,2025-08-18,2025-08-21 08:00:00,Low,Request,Resolved,Amazonía,Ecommerce,72,80.0,0
1143,2025-01-09,2025-01-10 06:00:00,High,Incident,In Progress,Andina,Retail,24,30.0,0
1144,2025-02-22,2025-02-24 02:00:00,Critical,Request,Resolved,Andina,Partners,24,50.0,0
1145,2025-04-19,2025-04-25 08:00:00,Medium,Incident,Closed,Andina,Partners,48,152.0,0
1146,2024-04-22,2024-04-28 19:00:00,Medium,Request,Resolved,Andina,Retail,48,163.0,0
1147,2025-04-12,2025-04-12 11:00:00,High,Request,Closed,Amazonía,Ecommerce,24,11.0,1
1148,2024-01-13,2024-01-15 12:00:00,Medium,Request,Resolved,Caribe,Retail,48,60.0,0
1149,2025-01-07,2025-01-13 06:00:00,Low,Incident,Closed,Andina,Ecommerce,72,150.0,0
1150,2024-04-04,2024-04-06 01:00:00,Medium,Request,Closed,Caribe,Partners,48,49.0,0
1151,2024-06-07,2024-06-14 08:00:00,Medium,Request,Closed,Andina,Ecommerce,48,176.0,0
1152,2024-10-05,2024-10-11 05:00:00,High,Request,Closed,Pacífico,Partners,24,149.0,0
1153,2025-07-05,2025-07-12 09:00:00,Low,Change,Open,Caribe,Retail,72,177.0,0
1154,2024-09-22,2024-09-29 15:00:00,Medium,Change,Closed,Orinoquía,Retail,48,183.0,0
1155,2025-09-15,2025-09-18 07:00:00,Medium,Request,Closed,Andina,Retail,48,79.0,0
1156,2024-06-07,2024-06-14 15:00:00,High,Request,Open,Caribe,Retail,24,183.0,0
1157,2025-09-20,2025-09-26 00:00:00,Low,Request,In Progress,Pacífico,Partners,72,144.0,0
1158,2024-06-24,2024-06-30 23:00:00,Low,Request,Closed,Andina,Retail,72,167.0,0
1159,2025-05-15,2025-05-22 04:00:00,High,Request,Closed,Amazonía,Ecommerce,24,172.0,0
1160,2025-06-13,2025-06-19 20:00:00,Low,Change,Resolved,Andina,Retail,72,164.0,0
1161,2024-06-01,2024-06-09 04:00:00,High,Incident,Closed,Orinoquía,Retail,24,196.0,0
1162,2025-04-05,2025-04-11 20:00:00,Medium,Change,Closed,Andina,Ecommerce,48,164.0,0
1163,2024-09-17,2024-09-17 08:00:00,Low,Incident,Closed,Orinoquía,Retail,72,8.0,1
1164,2024-06-16,2024-06-21 22:00:00,Medium,Incident,Closed,Pacífico,Partners,48,142.0,0
1165,2024-04-19,2024-04-24 01:00:00,Low,Change,Closed,Andina,Retail,72,121.0,0
1166,2025-08-21,2025-08-25 08:00:00,Medium,Incident,Resolved,Orinoquía,Ecommerce,48,104.0,0
1167,2025-08-09,2025-08-16 16:00:00,Medium,Request,Closed,Orinoquía,Retail,48,184.0,0
1168,2024-04-19,2024-04-21 03:00:00,Low,Request,Resolved,Andina,Ecommerce,72,51.0,1
1169,2024-12-17,2024-12-17 15:00:00,Medium,Incident,Closed,Andina,Partners,48,15.0,1
1170,2025-03-31,2025-04-06 04:00:00,Low,Request,Resolved,Caribe,Retail,72,148.0,0
1171,2025-01-27,2025-01-31 17:00:00,Low,Incident,In Progress,Caribe,Retail,72,113.0,0
1172,2024-04-30,2024-04-30 20:00:00,High,Incident,Closed,Pacífico,Partners,24,20.0,1
1173,2024-01-19,2024-01-21 18:00:00,Low,Request,Closed,Orinoquía,Retail,72,66.0,1
1174,2025-02-12,2025-02-13 20:00:00,High,Incident,Open,Amazonía,Ecommerce,24,44.0,0
1175,2025-01-13,2025-01-13 08:00:00,High,Request,Closed,Amazonía,Retail,24,8.0,1
1176,2024-12-20,2024-12-27 21:00:00,Low,Request,Open,Orinoquía,Ecommerce,72,189.0,0
1177,2025-06-07,2025-06-11 08:00:00,High,Incident,Resolved,Andina,Ecommerce,24,104.0,0
1178,2024-07-19,2024-07-23 02:00:00,Medium,Change,In Progress,Andina,Partners,48,98.0,0
1179,2024-12-07,2024-12-08 02:00:00,Medium,Incident,Closed,Orinoquía,Retail,48,26.0,1
1180,2024-11-24,2024-11-26 13:00:00,Medium,Incident,Closed,Pacífico,Retail,48,61.0,0
1181,2025-07-29,2025-08-03 13:00:00,High,Request,Closed,Caribe,Retail,24,133.0,0
1182,2025-03-04,2025-03-11 20:00:00,Low,Request,Closed,Pacífico,Partners,72,188.0,0
1183,2024-03-11,2024-03-15 05:00:00,Medium,Incident,Closed,Caribe,Retail,48,101.0,0
1184,2025-01-06,2025-01-12 03:00:00,Medium,Incident,Resolved,Pacífico,Partners,48,147.0,0
1185,2024-02-04,2024-02-04 07:00:00,Low,Request,In Progress,Pacífico,Partners,72,7.0,1
1186,2024-05-16,2024-05-22 14:00:00,High,Incident,Closed,Pacífico,Ecommerce,24,158.0,0
1187,2025-05-31,2025-06-05 11:00:00,Medium,Request,Resolved,Caribe,Ecommerce,48,131.0,0
1188,2024-02-27,2024-02-28 17:00:00,Low,Incident,Closed,Andina,Ecommerce,72,41.0,1
1189,2024-12-31,2025-01-02 11:00:00,Low,Request,Resolved,Pacífico,Partners,72,59.0,1
1190,2025-03-24,2025-03-25 15:00:00,Medium,Request,Resolved,Caribe,Retail,48,39.0,1
1191,2025-03-24,2025-04-01 03:00:00,Medium,Request,Resolved,Orinoquía,Ecommerce,48,195.0,0
1192,2025-02-02,2025-02-08 15:00:00,Medium,Incident,Resolved,Caribe,Retail,48,159.0,0
1193,2024-12-20,2024-12-25 16:00:00,Medium,Change,In Progress,Pacífico,Retail,48,136.0,0
1194,2025-07-21,2025-07-23 16:00:00,Medium,Incident,Closed,Orinoquía,Ecommerce,48,64.0,0
1195,2024-02-21,2024-02-22 17:00:00,Low,Incident,Closed,Orinoquía,Partners,72,41.0,1
1196,2024-05-12,2024-05-16 21:00:00,Medium,Request,Closed,Caribe,Partners,48,117.0,0
1197,2024-08-31,2024-09-05 20:00:00,Low,Request,Closed,Caribe,Retail,72,140.0,0
1198,2024-07-09,2024-07-10 12:00:00,Low,Incident,Resolved,Caribe,Retail,72,36.0,1
1199,2025-09-16,2025-09-21 07:00:00,Low,Request,Closed,Caribe,Partners,72,127.0,0
1200,2025-09-01,2025-09-09 04:00:00,Low,Incident,Resolved,Orinoquía,Retail,72,196.0,0
1201,2024-01-04,2024-01-06 08:00:00,Low,Request,Closed,Pacífico,Retail,72,56.0,1
1202,2024-04-24,2024-04-29 03:00:00,Low,Incident,Resolved,Andina,Retail,72,123.0,0
1203,2025-08-17,2025-08-17 03:00:00,Low,Request,Open,Caribe,Retail,72,3.0,1
1204,2024-03-09,2024-03-16 05:00:00,Medium,Incident,Closed,Andina,Ecommerce,48,173.0,0
1205,2024-04-22,2024-04-24 01:00:00,Critical,Request,Closed,Caribe,Ecommerce,24,49.0,0
1206,2024-01-31,2024-02-08 05:00:00,High,Request,Resolved,Pacífico,Retail,24,197.0,0
1207,2025-09-20,2025-09-25 20:00:00,Medium,Incident,In Progress,Amazonía,Retail,48,140.0,0
1208,2024-12-12,2024-12-12 14:00:00,Low,Request,Closed,Amazonía,Partners,72,14.0,1
1209,2025-09-01,2025-09-02 15:00:00,Medium,Change,Resolved,Caribe,Partners,48,39.0,1
1210,2024-03-09,2024-03-15 08:00:00,Medium,Change,Closed,Amazonía,Partners,48,152.0,0
1211,2025-09-04,2025-09-05 04:00:00,Medium,Incident,Resolved,Pacífico,Retail,48,28.0,1
1212,2025-05-22,2025-05-28 10:00:00,Medium,Incident,Closed,Orinoquía,Partners,48,154.0,0
1213,2024-11-01,2024-11-01 14:00:00,Low,Request,Resolved,Caribe,Retail,72,14.0,1
1214,2024-08-16,2024-08-23 18:00:00,Medium,Request,Resolved,Pacífico,Retail,48,186.0,0
1215,2025-01-15,2025-01-20 12:00:00,High,Request,Closed,Orinoquía,Partners,24,132.0,0
1216,2024-11-10,2024-11-11 14:00:00,Critical,Incident,Resolved,Orinoquía,Retail,24,38.0,0
1217,2025-02-10,2025-02-10 05:00:00,High,Request,Closed,Amazonía,Partners,24,5.0,1
1218,2025-09-03,2025-09-08 02:00:00,High,Request,Closed,Caribe,Retail,24,122.0,0
1219,2024-02-12,2024-02-12 02:00:00,Medium,Request,Closed,Pacífico,Ecommerce,48,2.0,1
1220,2025-09-05,2025-09-06 12:00:00,Low,Incident,Closed,Andina,Retail,72,36.0,1
1221,2024-02-09,2024-02-10 18:00:00,Medium,Incident,Closed,Orinoquía,Partners,48,42.0,1
1222,2024-07-13,2024-07-16 16:00:00,Low,Incident,Closed,Andina,Retail,72,88.0,0
1223,2024-12-19,2024-12-21 20:00:00,Low,Change,Resolved,Caribe,Partners,72,68.0,1
1224,2025-07-12,2025-07-13 02:00:00,Medium,Request,Closed,Amazonía,Partners,48,26.0,1
1225,2025-01-27,2025-01-27 12:00:00,Low,Request,Resolved,Andina,Partners,72,12.0,1
1226,2024-04-19,2024-04-27 06:00:00,High,Incident,Closed,Amazonía,Ecommerce,24,198.0,0
1227,2024-07-05,2024-07-05 08:00:00,Medium,Incident,Closed,Pacífico,Retail,48,8.0,1
1228,2024-11-15,2024-11-19 12:00:00,Medium,Change,Closed,Amazonía,Partners,48,108.0,0
1229,2025-04-15,2025-04-18 08:00:00,Low,Request,Closed,Amazonía,Partners,72,80.0,0
1230,2024-02-29,2024-03-01 22:00:00,Low,Change,Resolved,Amazonía,Ecommerce,72,46.0,1
1231,2024-10-24,2024-10-30 11:00:00,Low,Incident,Closed,Pacífico,Retail,72,155.0,0
1232,2025-07-09,2025-07-12 21:00:00,Medium,Change,Closed,Andina,Partners,48,93.0,0
1233,2024-10-08,2024-10-12 09:00:00,High,Incident,Closed,Andina,Partners,24,105.0,0
1234,2024-03-19,2024-03-19 19:00:00,High,Incident,Resolved,Orinoquía,Retail,24,19.0,1
1235,2024-06-05,2024-06-12 14:00:00,Low,Incident,Closed,Andina,Ecommerce,72,182.0,0
1236,2025-06-24,2025-06-24 15:00:00,Medium,Change,Resolved,Amazonía,Ecommerce,48,15.0,1
1237,2024-09-24,2024-09-29 23:00:00,Medium,Incident,Closed,Pacífico,Partners,48,143.0,0
1238,2024-11-29,2024-12-05 11:00:00,High,Incident,Resolved,Andina,Retail,24,155.0,0
1239,2024-07-14,2024-07-14 01:00:00,Medium,Request,Resolved,Pacífico,Retail,48,1.0,1
1240,2025-02-22,2025-02-28 09:00:00,Low,Incident,Closed,Andina,Partners,72,153.0,0
1241,2024-10-21,2024-10-22 16:00:00,High,Incident,Resolved,Andina,Ecommerce,24,40.0,0
1242,2025-05-02,2025-05-10 07:00:00,Low,Request,Resolved,Orinoquía,Partners,72,199.0,0
1243,2025-03-23,2025-03-31 05:00:00,Low,Incident,Resolved,Caribe,Partners,72,197.0,0
1244,2024-06-14,2024-06-15 08:00:00,Low,Request,Closed,Amazonía,Retail,72,32.0,1
1245,2024-08-10,2024-08-10 06:00:00,Medium,Incident,Resolved,Andina,Retail,48,6.0,1
1246,2025-07-09,2025-07-14 06:00:00,Low,Request,Closed,Amazonía,Retail,72,126.0,0
1247,2025-05-02,2025-05-09 18:00:00,Medium,Incident,Resolved,Andina,Ecommerce,48,186.0,0
1248,2024-12-26,2024-12-30 08:00:00,Medium,Change,Resolved,Amazonía,Retail,48,104.0,0
1249,2024-06-13,2024-06-20 20:00:00,Low,Request,In Progress,Amazonía,Retail,72,188.0,0
1250,2025-06-09,2025-06-12 07:00:00,High,Incident,Closed,Orinoquía,Retail,24,79.0,0
1251,2025-07-19,2025-07-19 13:00:00,High,Request,Closed,Amazonía,Ecommerce,24,13.0,1
1252,2025-01-25,2025-01-31 01:00:00,Low,Request,Resolved,Orinoquía,Partners,72,145.0,0
1253,2025-06-29,2025-07-04 00:00:00,Low,Incident,Closed,Andina,Partners,72,120.0,0
1254,2024-09-10,2024-09-10 07:00:00,Medium,Incident,Closed,Amazonía,Ecommerce,48,7.0,1
1255,2024-10-06,2024-10-10 05:00:00,Low,Change,In Progress,Amazonía,Partners,72,101.0,0
1256,2024-01-20,2024-01-27 11:00:00,Critical,Incident,Closed,Pacífico,Partners,24,179.0,0
1257,2024-03-17,2024-03-22 10:00:00,Medium,Request,Resolved,Caribe,Retail,48,130.0,0
1258,2025-04-01,2025-04-09 03:00:00,High,Incident,In Progress,Pacífico,Retail,24,195.0,0
1259,2024-09-11,2024-09-16 19:00:00,Low,Incident,Resolved,Amazonía,Partners,72,139.0,0
1260,2025-03-23,2025-03-30 20:00:00,Medium,Incident,In Progress,Caribe,Ecommerce,48,188.0,0
1261,2024-03-26,2024-03-31 22:00:00,Medium,Request,In Progress,Amazonía,Partners,48,142.0,0
1262,2024-06-05,2024-06-11 00:00:00,Medium,Incident,Resolved,Orinoquía,Ecommerce,48,144.0,0
1263,2024-05-12,2024-05-13 04:00:00,Medium,Request,Resolved,Orinoquía,Partners,48,28.0,1
1264,2024-01-28,2024-02-04 10:00:00,Low,Request,Resolved,Orinoquía,Partners,72,178.0,0
1265,2024-09-18,2024-09-20 14:00:00,Medium,Change,Closed,Orinoquía,Ecommerce,48,62.0,0
1266,2025-02-08,2025-02-15 00:00:00,Medium,Incident,Closed,Orinoquía,Ecommerce,48,168.0,0
1267,2025-07-13,2025-07-17 10:00:00,High,Change,Resolved,Orinoquía,Ecommerce,24,106.0,0
1268,2024-12-30,2025-01-01 03:00:00,High,Incident,In Progress,Caribe,Partners,24,51.0,0
1269,2025-09-11,2025-09-13 23:00:00,Low,Incident,Resolved,Caribe,Retail,72,71.0,1
1270,2025-09-17,2025-09-22 04:00:00,High,Incident,Open,Pacífico,Retail,24,124.0,0
1271,2024-06-09,2024-06-10 08:00:00,High,Request,Resolved,Caribe,Retail,24,32.0,0
1272,2024-02-01,2024-02-04 19:00:00,High,Request,In Progress,Andina,Ecommerce,24,91.0,0
1273,2024-01-11,2024-01-14 11:00:00,Critical,Request,Resolved,Caribe,Ecommerce,24,83.0,0
1274,2024-10-04,2024-10-05 11:00:00,High,Request,Closed,Pacífico,Partners,24,35.0,0
1275,2024-06-12,2024-06-14 14:00:00,Medium,Incident,Resolved,Amazonía,Ecommerce,48,62.0,0
1276,2024-02-21,2024-02-24 13:00:00,High,Incident,Resolved,Amazonía,Partners,24,85.0,0
1277,2024-10-19,2024-10-22 06:00:00,Low,Change,Resolved,Pacífico,Ecommerce,72,78.0,0
1278,2024-05-10,2024-05-13 15:00:00,Low,Request,Resolved,Orinoquía,Retail,72,87.0,0
1279,2024-09-09,2024-09-09 17:00:00,Medium,Incident,Resolved,Amazonía,Ecommerce,48,17.0,1
1280,2025-08-05,2025-08-12 09:00:00,Low,Request,Closed,Caribe,Ecommerce,72,177.0,0
1281,2025-07-20,2025-07-20 14:00:00,Low,Request,Resolved,Orinoquía,Ecommerce,72,14.0,1
1282,2025-01-17,2025-01-17 14:00:00,Low,Request,Resolved,Caribe,Ecommerce,72,14.0,1
1283,2024-01-10,2024-01-16 04:00:00,Medium,Request,Resolved,Pacífico,Retail,48,148.0,0
1284,2025-08-09,2025-08-13 13:00:00,Medium,Request,Resolved,Pacífico,Retail,48,109.0,0
1285,2024-12-26,2024-12-26 19:00:00,Medium,Request,Open,Amazonía,Retail,48,19.0,1
1286,2025-09-06,2025-09-07 02:00:00,Medium,Incident,Open,Pacífico,Retail,48,26.0,1
1287,2024-02-13,2024-02-19 00:00:00,Medium,Request,Resolved,Andina,Retail,48,144.0,0
1288,2025-01-07,2025-01-12 08:00:00,Medium,Incident,Closed,Amazonía,Retail,48,128.0,0
1289,2024-05-19,2024-05-21 03:00:00,High,Incident,Resolved,Amazonía,Retail,24,51.0,0
1290,2024-04-07,2024-04-07 01:00:00,High,Request,Resolved,Orinoquía,Partners,24,1.0,1
1291,2024-11-14,2024-11-15 18:00:00,Medium,Incident,Closed,Andina,Partners,48,42.0,1
1292,2024-05-28,2024-05-31 14:00:00,Low,Request,Closed,Amazonía,Partners,72,86.0,0
1293,2024-06-14,2024-06-20 13:00:00,Low,Request,Closed,Andina,Retail,72,157.0,0
1294,2024-05-31,2024-06-04 21:00:00,High,Incident,Closed,Caribe,Ecommerce,24,117.0,0
1295,2024-02-26,2024-03-04 15:00:00,Medium,Incident,Resolved,Orinoquía,Ecommerce,48,183.0,0
1296,2025-06-06,2025-06-08 04:00:00,Low,Request,Resolved,Caribe,Partners,72,52.0,1
1297,2024-06-14,2024-06-22 02:00:00,Medium,Incident,Resolved,Pacífico,Ecommerce,48,194.0,0
1298,2024-08-01,2024-08-02 20:00:00,Medium,Request,Closed,Pacífico,Ecommerce,48,44.0,1
1299,2024-08-06,2024-08-11 17:00:00,Medium,Request,Resolved,Andina,Ecommerce,48,137.0,0
1300,2025-06-18,2025-06-23 06:00:00,Low,Incident,Resolved,Orinoquía,Partners,72,126.0,0
1301,2025-01-20,2025-01-20 20:00:00,Low,Request,Closed,Amazonía,Ecommerce,72,20.0,1
1302,2024-11-23,2024-11-30 07:00:00,High,Request,Resolved,Pacífico,Ecommerce,24,175.0,0
1303,2025-07-26,2025-07-26 20:00:00,Low,Incident,Closed,Andina,Partners,72,20.0,1
1304,2024-02-16,2024-02-18 02:00:00,Medium,Incident,Resolved,Orinoquía,Ecommerce,48,50.0,0
1305,2024-12-02,2024-12-04 09:00:00,Low,Incident,Resolved,Pacífico,Ecommerce,72,57.0,1
1306,2024-04-09,2024-04-12 18:00:00,High,Request,Resolved,Andina,Retail,24,90.0,0
1307,2025-04-26,2025-04-26 10:00:00,High,Request,Open,Pacífico,Ecommerce,24,10.0,1
1308,2024-04-27,2024-05-02 16:00:00,Low,Incident,Open,Orinoquía,Ecommerce,72,136.0,0
1309,2025-01-22,2025-01-25 16:00:00,Low,Incident,Closed,Andina,Ecommerce,72,88.0,0
1310,2024-09-15,2024-09-17 08:00:00,High,Request,Closed,Andina,Ecommerce,24,56.0,0
1311,2024-02-06,2024-02-08 16:00:00,Medium,Request,In Progress,Orinoquía,Partners,48,64.0,0
1312,2025-06-04,2025-06-05 13:00:00,Low,Incident,In Progress,Andina,Partners,72,37.0,1
1313,2024-01-06,2024-01-10 09:00:00,Low,Incident,Closed,Caribe,Retail,72,105.0,0
1314,2024-12-26,2024-12-26 19:00:00,Low,Incident,Closed,Amazonía,Retail,72,19.0,1
1315,2025-08-17,2025-08-22 17:00:00,Medium,Request,Resolved,Orinoquía,Partners,48,137.0,0
1316,2025-01-22,2025-01-29 03:00:00,High,Incident,Resolved,Orinoquía,Retail,24,171.0,0
1317,2024-05-08,2024-05-15 19:00:00,High,Request,Closed,Orinoquía,Partners,24,187.0,0
1318,2025-07-23,2025-07-29 23:00:00,Medium,Incident,Closed,Pacífico,Retail,48,167.0,0
1319,2024-08-09,2024-08-10 05:00:00,High,Incident,Resolved,Orinoquía,Retail,24,29.0,0
1320,2024-11-13,2024-11-15 10:00:00,Medium,Request,Resolved,Pacífico,Partners,48,58.0,0
1321,2025-07-04,2025-07-11 03:00:00,Low,Incident,In Progress,Caribe,Partners,72,171.0,0
1322,2024-01-24,2024-01-24 22:00:00,Low,Incident,Closed,Caribe,Ecommerce,72,22.0,1
1323,2025-01-13,2025-01-13 12:00:00,Low,Request,Resolved,Pacífico,Ecommerce,72,12.0,1
1324,2025-05-26,2025-05-29 19:00:00,Medium,Change,Resolved,Pacífico,Partners,48,91.0,0
1325,2025-08-14,2025-08-18 06:00:00,High,Incident,Resolved,Caribe,Retail,24,102.0,0
1326,2025-06-20,2025-06-21 06:00:00,High,Request,Closed,Pacífico,Ecommerce,24,30.0,0
1327,2024-10-28,2024-10-30 17:00:00,Medium,Request,In Progress,Andina,Retail,48,65.0,0
1328,2024-02-24,2024-02-27 00:00:00,Low,Request,Closed,Pacífico,Partners,72,72.0,1
1329,2025-01-02,2025-01-03 08:00:00,Low,Incident,Resolved,Andina,Retail,72,32.0,1
1330,2024-03-03,2024-03-09 06:00:00,Medium,Request,Open,Amazonía,Ecommerce,48,150.0,0
1331,2024-10-08,2024-10-13 13:00:00,Critical,Incident,Resolved,Orinoquía,Partners,24,133.0,0
1332,2024-12-29,2025-01-01 18:00:00,Critical,Request,Resolved,Orinoquía,Ecommerce,24,90.0,0
1333,2024-02-17,2024-02-19 07:00:00,Low,Request,In Progress,Amazonía,Retail,72,55.0,1
1334,2024-06-22,2024-06-24 15:00:00,Low,Incident,Resolved,Orinoquía,Partners,72,63.0,1
1335,2025-03-09,2025-03-12 10:00:00,Low,Incident,Closed,Amazonía,Ecommerce,72,82.0,0
1336,2025-08-29,2025-09-03 20:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,140.0,0
1337,2025-08-04,2025-08-05 13:00:00,Medium,Incident,Resolved,Andina,Retail,48,37.0,1
1338,2025-06-12,2025-06-19 00:00:00,Medium,Request,Resolved,Pacífico,Ecommerce,48,168.0,0
1339,2024-10-22,2024-10-22 20:00:00,Medium,Incident,Closed,Caribe,Retail,48,20.0,1
1340,2025-01-22,2025-01-29 23:00:00,Low,Request,Resolved,Orinoquía,Ecommerce,72,191.0,0
1341,2025-04-11,2025-04-12 01:00:00,High,Request,Closed,Pacífico,Retail,24,25.0,0
1342,2024-07-02,2024-07-10 04:00:00,Medium,Incident,Closed,Caribe,Partners,48,196.0,0
1343,2025-05-11,2025-05-16 02:00:00,Low,Incident,Resolved,Orinoquía,Partners,72,122.0,0
1344,2024-09-02,2024-09-03 17:00:00,High,Request,Closed,Andina,Ecommerce,24,41.0,0
1345,2024-04-05,2024-04-06 22:00:00,High,Request,Closed,Caribe,Partners,24,46.0,0
1346,2025-07-04,2025-07-11 13:00:00,Medium,Request,Resolved,Pacífico,Retail,48,181.0,0
1347,2025-06-07,2025-06-07 04:00:00,Medium,Request,In Progress,Amazonía,Partners,48,4.0,1
1348,2024-01-08,2024-01-09 02:00:00,Low,Request,Closed,Amazonía,Retail,72,26.0,1
1349,2024-05-07,2024-05-11 17:00:00,Medium,Incident,In Progress,Pacífico,Ecommerce,48,113.0,0
1350,2025-09-18,2025-09-21 06:00:00,Medium,Incident,Closed,Amazonía,Ecommerce,48,78.0,0
1351,2024-06-19,2024-06-22 14:00:00,High,Request,Resolved,Caribe,Retail,24,86.0,0
1352,2024-01-13,2024-01-13 19:00:00,Medium,Incident,Resolved,Caribe,Ecommerce,48,19.0,1
1353,2025-02-17,2025-02-23 21:00:00,Low,Incident,Closed,Caribe,Retail,72,165.0,0
1354,2024-08-29,2024-09-05 09:00:00,High,Incident,Closed,Caribe,Retail,24,177.0,0
1355,2025-06-06,2025-06-11 22:00:00,Low,Incident,Closed,Orinoquía,Partners,72,142.0,0
1356,2025-03-10,2025-03-12 15:00:00,Low,Incident,Resolved,Pacífico,Retail,72,63.0,1
1357,2025-03-15,2025-03-21 09:00:00,High,Incident,In Progress,Pacífico,Ecommerce,24,153.0,0
1358,2025-04-12,2025-04-18 11:00:00,Low,Request,Resolved,Caribe,Retail,72,155.0,0
1359,2025-09-05,2025-09-09 19:00:00,Low,Incident,Closed,Amazonía,Partners,72,115.0,0
1360,2025-08-01,2025-08-02 07:00:00,Low,Request,Closed,Andina,Retail,72,31.0,1
1361,2024-07-06,2024-07-13 06:00:00,Low,Request,In Progress,Caribe,Ecommerce,72,174.0,0
1362,2024-11-13,2024-11-16 05:00:00,High,Change,Closed,Pacífico,Partners,24,77.0,0
1363,2025-05-15,2025-05-18 12:00:00,Medium,Incident,Closed,Amazonía,Partners,48,84.0,0
1364,2025-04-13,2025-04-18 04:00:00,Medium,Request,Resolved,Andina,Retail,48,124.0,0
1365,2024-07-24,2024-07-27 02:00:00,Low,Request,Closed,Pacífico,Partners,72,74.0,0
1366,2025-03-19,2025-03-26 09:00:00,Low,Request,In Progress,Amazonía,Partners,72,177.0,0
1367,2025-08-18,2025-08-23 09:00:00,Medium,Incident,In Progress,Pacífico,Partners,48,129.0,0
1368,2024-03-14,2024-03-16 23:00:00,High,Incident,In Progress,Amazonía,Partners,24,71.0,0
1369,2024-04-09,2024-04-10 01:00:00,Medium,Incident,Resolved,Orinoquía,Ecommerce,48,25.0,1
1370,2024-04-23,2024-04-24 10:00:00,Low,Request,Resolved,Pacífico,Retail,72,34.0,1
1371,2024-03-01,2024-03-07 10:00:00,High,Request,Resolved,Caribe,Retail,24,154.0,0
1372,2024-06-22,2024-06-30 06:00:00,Medium,Incident,In Progress,Pacífico,Ecommerce,48,198.0,0
1373,2025-09-07,2025-09-09 10:00:00,Medium,Request,Closed,Andina,Partners,48,58.0,0
1374,2025-05-17,2025-05-22 19:00:00,Medium,Incident,Closed,Orinoquía,Retail,48,139.0,0
1375,2025-08-31,2025-09-04 17:00:00,High,Request,Closed,Caribe,Retail,24,113.0,0
1376,2024-11-10,2024-11-11 13:00:00,Medium,Incident,Closed,Andina,Partners,48,37.0,1
1377,2025-03-04,2025-03-09 12:00:00,Medium,Incident,In Progress,Caribe,Ecommerce,48,132.0,0
1378,2024-07-19,2024-07-21 17:00:00,Low,Request,Resolved,Pacífico,Partners,72,65.0,1
1379,2024-11-17,2024-11-19 14:00:00,Low,Change,Closed,Caribe,Partners,72,62.0,1
1380,2025-05-15,2025-05-21 19:00:00,High,Incident,Resolved,Andina,Ecommerce,24,163.0,0
1381,2024-02-28,2024-02-28 15:00:00,Low,Incident,Closed,Amazonía,Retail,72,15.0,1
1382,2024-07-24,2024-07-27 00:00:00,Critical,Incident,In Progress,Amazonía,Retail,24,72.0,0
1383,2024-11-13,2024-11-20 11:00:00,High,Request,Resolved,Pacífico,Ecommerce,24,179.0,0
